frame_id,"point_0x, point0_y","point_1x, point1_y","point_2x, point2_y","point_3x, point3_y","point_4x, point4_y","point_5x, point5_y","point_6x, point6_y","point_7x, point7_y","point_8x, point8_y","point_9x, point9_y","point_10x, point10_y","point_11x, point11_y","point_12x, point12_y","point_13x, point13_y","point_14x, point14_y","point_15x, point15_y","point_16x, point16_y","point_17x, point17_y","point_18x, point18_y","point_19x, point19_y","point_20x, point20_y","point_21x, point21_y","point_22x, point22_y","point_23x, point23_y","point_24x, point24_y","point_25x, point25_y","point_26x, point26_y","point_27x, point27_y","point_28x, point28_y","point_29x, point29_y","point_30x, point30_y","point_31x, point31_y","point_32x, point32_y"
161,0.15914002060890198,0.6674981713294983,0.1658959686756134,0.6769701838493347,0.16726475954055786,0.6772462129592896,0.16866472363471985,0.6774685978889465,0.16566185653209686,0.6747469305992126,0.16703610122203827,0.6735665798187256,0.1684233397245407,0.6723904609680176,0.18338291347026825,0.6687706708908081,0.1827080398797989,0.6604682803153992,0.1645660400390625,0.6546812057495117,0.1640724092721939,0.6532415747642517,0.19692806899547577,0.6346684098243713,0.19808439910411835,0.5875346660614014,0.19742156565189362,0.7085472941398621,0.18491245806217194,0.4934907555580139,0.19814535975456238,0.8015574812889099,0.169203519821167,0.44821062684059143,0.20269030332565308,0.8136450052261353,0.1636553555727005,0.43818357586860657,0.2001257985830307,0.8130376935005188,0.15306784212589264,0.4576852023601532,0.19831423461437225,0.8097639679908752,0.15561360120773315,0.4654500484466553,0.18156370520591736,0.41750308871269226,0.18184050917625427,0.39182719588279724,0.16737642884254456,0.4971114993095398,0.16387297213077545,0.4248744249343872,0.1564459502696991,0.6854389905929565,0.17377133667469025,0.537589967250824,0.1462736576795578,0.7003769278526306,0.1563660055398941,0.54749596118927,0.17500968277454376,0.7635374665260315,0.16696789860725403,0.5793843865394592
162,0.16117532551288605,0.666655957698822,0.16650532186031342,0.6772724390029907,0.1681210994720459,0.6775554418563843,0.16977530717849731,0.6777807474136353,0.16542652249336243,0.6750295758247375,0.16640464961528778,0.6739293932914734,0.16735456883907318,0.6728333234786987,0.18421374261379242,0.6687490940093994,0.18018093705177307,0.6603153944015503,0.16797663271427155,0.6539347171783447,0.16663560271263123,0.6526253819465637,0.20405343174934387,0.6445664763450623,0.19326430559158325,0.5968117713928223,0.20198936760425568,0.7207422852516174,0.1796843260526657,0.5614222288131714,0.2012401521205902,0.8043022751808167,0.16558465361595154,0.49216756224632263,0.20576976239681244,0.8149327635765076,0.1611894816160202,0.5143560767173767,0.20325829088687897,0.8142901659011841,0.1575121283531189,0.5415068864822388,0.20163920521736145,0.8122138977050781,0.15888284146785736,0.553773045539856,0.1863814890384674,0.42082691192626953,0.18101343512535095,0.4237592816352844,0.176747128367424,0.4475007653236389,0.16768278181552887,0.5596382021903992,0.16251018643379211,0.5783075094223022,0.16288404166698456,0.7788916230201721,0.15706096589565277,0.5898399949073792,0.15377455949783325,0.7753878831863403,0.1718733012676239,0.6292728185653687,0.16555728018283844,0.8309231996536255
163,0.1632455289363861,0.6582539081573486,0.1702885776758194,0.6657326817512512,0.17152775824069977,0.6658862829208374,0.17281217873096466,0.6661528944969177,0.17016085982322693,0.6647768616676331,0.1715807467699051,0.6646988987922668,0.17300087213516235,0.6646937131881714,0.18762142956256866,0.6577866673469543,0.18743087351322174,0.6531320214271545,0.16841742396354675,0.6470678448677063,0.16801241040229797,0.6501737833023071,0.2020949274301529,0.6395854353904724,0.19777657091617584,0.5766493082046509,0.1992562860250473,0.5600579380989075,0.18794943392276764,0.46380266547203064,0.1937895119190216,0.5456700921058655,0.16806937754154205,0.44036656618118286,0.18968695402145386,0.5503246188163757,0.161150723695755,0.43856239318847656,0.19140015542507172,0.5461795330047607,0.15850812196731567,0.45642605423927307,0.19191430509090424,0.5434407591819763,0.15966695547103882,0.46229228377342224,0.18847359716892242,0.4209723174571991,0.1846986562013626,0.4138215482234955,0.18991407752037048,0.496163934469223,0.1804005652666092,0.550110399723053,0.15868213772773743,0.6784185767173767,0.16072200238704681,0.7759295701980591,0.15288285911083221,0.6945096254348755,0.14136411249637604,0.7897745370864868,0.17337673902511597,0.7841417193412781,0.16593725979328156,0.8352982997894287
164,0.16871723532676697,0.65203458070755,0.17550449073314667,0.6581915616989136,0.17849378287792206,0.6584346890449524,0.18154487013816833,0.6586225628852844,0.17070740461349487,0.6558523178100586,0.17045344412326813,0.6548728942871094,0.17044764757156372,0.6541394591331482,0.19669482111930847,0.6496754288673401,0.18264952301979065,0.6410540342330933,0.17709146440029144,0.6410868167877197,0.17089025676250458,0.6414938569068909,0.21922847628593445,0.6310842037200928,0.1870698183774948,0.5835117697715759,0.21142013370990753,0.6157333254814148,0.16753022372722626,0.5099188089370728,0.19903336465358734,0.6751450300216675,0.1625780165195465,0.5387611985206604,0.19590257108211517,0.6848196983337402,0.16015034914016724,0.5415854454040527,0.1956600546836853,0.682624101638794,0.15924765169620514,0.5526132583618164,0.19541339576244354,0.6792110800743103,0.16064772009849548,0.5544717311859131,0.19929194450378418,0.4232218265533447,0.18085971474647522,0.42873188853263855,0.20914511382579803,0.47019824385643005,0.17442373931407928,0.540391743183136,0.16309122741222382,0.6822109222412109,0.15825051069259644,0.7444528341293335,0.15038742125034332,0.6974732279777527,0.14961519837379456,0.7856374382972717,0.17332030832767487,0.7830327153205872,0.1660023331642151,0.830345094203949
165,0.1717037856578827,0.6519696116447449,0.17755012214183807,0.6577950716018677,0.17926689982414246,0.6579746007919312,0.18103909492492676,0.6580811142921448,0.1756841093301773,0.655320942401886,0.17619766294956207,0.6540316939353943,0.17679060995578766,0.6528865098953247,0.1937023103237152,0.6487616300582886,0.1877048760652542,0.6398796439170837,0.177205890417099,0.6417234539985657,0.1744096726179123,0.640853226184845,0.20943275094032288,0.6301102638244629,0.19409805536270142,0.5872815251350403,0.2040720134973526,0.6202954053878784,0.16845668852329254,0.510736882686615,0.19809524714946747,0.7507985234260559,0.16595055162906647,0.5474216341972351,0.19593901932239532,0.7752439975738525,0.16607961058616638,0.5605342388153076,0.19601692259311676,0.7783048152923584,0.1694619506597519,0.5712702870368958,0.19477000832557678,0.7659417390823364,0.16939851641654968,0.5590197443962097,0.19385464489459991,0.4256610870361328,0.18225136399269104,0.42201629281044006,0.20276188850402832,0.48895055055618286,0.1720140129327774,0.5311812162399292,0.16510199010372162,0.7191013693809509,0.16020052134990692,0.7151385545730591,0.1536668837070465,0.7644798159599304,0.153431236743927,0.733673095703125,0.17494001984596252,0.8190169334411621,0.17239028215408325,0.7930980324745178
166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,0.22640670835971832,0.2565411329269409,0.22258809208869934,0.2566539943218231,0.22215089201927185,0.25570929050445557,0.2217416614294052,0.25481173396110535,0.22135800123214722,0.25865811109542847,0.21988677978515625,0.25906336307525635,0.2184307873249054,0.259459912776947,0.21337495744228363,0.25341787934303284,0.2082156538963318,0.26074331998825073,0.22273479402065277,0.26101359724998474,0.22146692872047424,0.2640346884727478,0.21181467175483704,0.3127271831035614,0.19334261119365692,0.3038870096206665,0.22143882513046265,0.4202534556388855,0.18578362464904785,0.4081810712814331,0.2261909693479538,0.513285219669342,0.1984895020723343,0.5153698921203613,0.23073726892471313,0.5382174253463745,0.20088312029838562,0.5390290021896362,0.23075099289417267,0.5394257307052612,0.20764949917793274,0.5372533798217773,0.2306952029466629,0.5291718244552612,0.2083749622106552,0.5311495661735535,0.20563091337680817,0.5106975436210632,0.20713113248348236,0.5173858404159546,0.20460453629493713,0.6555803418159485,0.2259375900030136,0.6560276746749878,0.19586396217346191,0.7917680144309998,0.22605380415916443,0.8092770576477051,0.18833526968955994,0.8169683218002319,0.21792250871658325,0.8331602215766907,0.21611733734607697,0.809332549571991,0.26650041341781616,0.8381873965263367
175,0.2334350198507309,0.25118520855903625,0.22820885479450226,0.2398098111152649,0.22655493021011353,0.2387254238128662,0.22496286034584045,0.237718403339386,0.2301735132932663,0.2420251965522766,0.22983318567276,0.24235238134860992,0.229523703455925,0.24268606305122375,0.21494200825691223,0.23759202659130096,0.22099842131137848,0.24477821588516235,0.22872789204120636,0.2587459981441498,0.23091855645179749,0.2613826096057892,0.20297600328922272,0.30405092239379883,0.2051112949848175,0.302686482667923,0.21497002243995667,0.40912970900535583,0.18810778856277466,0.40813806653022766,0.22551287710666656,0.5077567100524902,0.2063477486371994,0.5164008140563965,0.23035772144794464,0.5326497554779053,0.20633172988891602,0.5485825538635254,0.2305484563112259,0.5345595479011536,0.21210315823554993,0.5482324957847595,0.2304125428199768,0.5282421708106995,0.21263547241687775,0.5386179089546204,0.20369549095630646,0.5103829503059387,0.2148796021938324,0.5115005970001221,0.2049875110387802,0.6562255024909973,0.22824814915657043,0.6563911437988281,0.1958339959383011,0.7987746000289917,0.23044222593307495,0.8102461695671082,0.1881200522184372,0.8204449415206909,0.22454920411109924,0.8326441049575806,0.21705497801303864,0.8127880692481995,0.2688811421394348,0.8385360240936279
176,0.24326463043689728,0.244968444108963,0.23828282952308655,0.2312450408935547,0.23691876232624054,0.23043525218963623,0.23559537529945374,0.22971688210964203,0.2389790266752243,0.23252850770950317,0.23698659241199493,0.21456798911094666,0.2368645966053009,0.2324955314397812,0.22359172999858856,0.22963862121105194,0.2252531200647354,0.2340562641620636,0.2352900207042694,0.24519439041614532,0.23867560923099518,0.2569528818130493,0.20712992548942566,0.30116257071495056,0.20323434472084045,0.29787611961364746,0.2262399047613144,0.40576714277267456,0.19021004438400269,0.4081493616104126,0.2319219410419464,0.5070592164993286,0.21076808869838715,0.5203155279159546,0.2387586236000061,0.5307544469833374,0.21053320169448853,0.5538002848625183,0.2384815216064453,0.5328179001808167,0.21699775755405426,0.5519753694534302,0.23742766678333282,0.524505078792572,0.21649736166000366,0.5424864888191223,0.20550547540187836,0.5060554146766663,0.21618327498435974,0.5058750510215759,0.2071845829486847,0.656583845615387,0.23009952902793884,0.6563910841941833,0.1958581507205963,0.8013618588447571,0.23561784625053406,0.810748815536499,0.18789315223693848,0.8233299255371094,0.22917242348194122,0.8324761390686035,0.2177610546350479,0.8167034387588501,0.27306950092315674,0.8391181826591492
177,0.24512748420238495,0.246104434132576,0.24030952155590057,0.23469844460487366,0.23910830914974213,0.23379342257976532,0.23794007301330566,0.23297648131847382,0.2405998557806015,0.23620517551898956,0.23919983208179474,0.22652217745780945,0.23823493719100952,0.23630142211914062,0.22658754885196686,0.23217949271202087,0.22675901651382446,0.2373894304037094,0.23528549075126648,0.24298247694969177,0.23631711304187775,0.24896574020385742,0.2110990434885025,0.30118969082832336,0.20300576090812683,0.29664838314056396,0.23181697726249695,0.40660566091537476,0.19237948954105377,0.4081210196018219,0.23554396629333496,0.506898820400238,0.21184419095516205,0.5201940536499023,0.24276933073997498,0.5248516798019409,0.21169957518577576,0.5524582862854004,0.24238410592079163,0.5270097851753235,0.2188454568386078,0.5503061413764954,0.24081546068191528,0.5225169062614441,0.2178419679403305,0.5419355034828186,0.21021167933940887,0.5043411254882812,0.21524567902088165,0.5069830417633057,0.20927837491035461,0.6568184494972229,0.23100978136062622,0.6563737988471985,0.19587023556232452,0.8014602065086365,0.23744596540927887,0.8107544779777527,0.18714986741542816,0.8238726854324341,0.23128022253513336,0.8317078948020935,0.21842098236083984,0.819431722164154,0.2732580900192261,0.8396477699279785
178,0.24264732003211975,0.24896574020385742,0.238146111369133,0.23719064891338348,0.237111434340477,0.2363022267818451,0.23609988391399384,0.23548473417758942,0.23820266127586365,0.238758847117424,0.23696105182170868,0.22761978209018707,0.2359204888343811,0.239027738571167,0.2262353152036667,0.23457345366477966,0.22574637830257416,0.2403087466955185,0.236980140209198,0.25346168875694275,0.23738494515419006,0.2562779486179352,0.21354378759860992,0.3000726103782654,0.20445163547992706,0.2951454520225525,0.23269858956336975,0.4073168635368347,0.19471654295921326,0.40722396969795227,0.23714981973171234,0.5073733925819397,0.2136823832988739,0.5201187133789062,0.24394004046916962,0.5272692441940308,0.21254080533981323,0.551848828792572,0.24323728680610657,0.5307013392448425,0.21905718743801117,0.5509347319602966,0.2485312968492508,0.5222303867340088,0.21912865340709686,0.5418901443481445,0.2141735851764679,0.5046441555023193,0.2160620391368866,0.5077539682388306,0.21158690750598907,0.6578924059867859,0.2324126809835434,0.6585503816604614,0.19703270494937897,0.8024709820747375,0.23851166665554047,0.8129025101661682,0.18721750378608704,0.824317216873169,0.23258563876152039,0.8324058651924133,0.21858368813991547,0.8212954998016357,0.2754409611225128,0.8423805236816406
179,0.24654628336429596,0.23357196152210236,0.2463609278202057,0.23278078436851501,0.2453467845916748,0.23200511932373047,0.24437052011489868,0.23131969571113586,0.24634972214698792,0.23364776372909546,0.24565313756465912,0.21511144936084747,0.2423117309808731,0.21437376737594604,0.23351535201072693,0.22958631813526154,0.23223401606082916,0.2327035665512085,0.2423418015241623,0.2464076578617096,0.2421775758266449,0.24467900395393372,0.21938949823379517,0.2990235388278961,0.20511893928050995,0.2937859892845154,0.2357911765575409,0.4066464602947235,0.19607806205749512,0.4081757068634033,0.23915617167949677,0.507522463798523,0.21634797751903534,0.5208932161331177,0.243308886885643,0.5283607244491577,0.21524953842163086,0.5532081723213196,0.24215227365493774,0.5330073237419128,0.22142134606838226,0.5530958771705627,0.24827411770820618,0.5175384879112244,0.22209478914737701,0.5434725284576416,0.22157742083072662,0.5044860243797302,0.21650761365890503,0.5052870512008667,0.21278823912143707,0.6580144762992859,0.2347126603126526,0.6602393984794617,0.19706173241138458,0.8021706342697144,0.23980511724948883,0.8158981800079346,0.18658538162708282,0.8245226144790649,0.23417717218399048,0.835107684135437,0.21994438767433167,0.8231748938560486,0.27743905782699585,0.8456003665924072
180,0.24896739423274994,0.2341885268688202,0.2498517781496048,0.23370350897312164,0.24872101843357086,0.23283742368221283,0.2476262003183365,0.2320648431777954,0.25006699562072754,0.23455847799777985,0.24899329245090485,0.2223125696182251,0.2473820000886917,0.22354215383529663,0.23634658753871918,0.22926731407642365,0.2358546108007431,0.23210380971431732,0.24321384727954865,0.24739298224449158,0.24295516312122345,0.24592606723308563,0.22226326167583466,0.2988532483577728,0.20623044669628143,0.2925297021865845,0.23601146042346954,0.40735822916030884,0.19803206622600555,0.40829867124557495,0.24030187726020813,0.5085626840591431,0.21773560345172882,0.520656406879425,0.24345208704471588,0.5305945873260498,0.21631239354610443,0.5528624653816223,0.24206234514713287,0.5361470580101013,0.2235618233680725,0.5529891848564148,0.24907813966274261,0.5170382261276245,0.2244187444448471,0.5432500839233398,0.2255011349916458,0.505599856376648,0.21915219724178314,0.5027937293052673,0.21408341825008392,0.6575947999954224,0.23564662039279938,0.6601480841636658,0.19749246537685394,0.8018171191215515,0.24031367897987366,0.8167026042938232,0.18651816248893738,0.8244451284408569,0.23490922152996063,0.8355334401130676,0.22107988595962524,0.8240532279014587,0.2766413390636444,0.8477372527122498
181,0.2536576986312866,0.23485451936721802,0.254115492105484,0.2325761467218399,0.25278541445732117,0.23162636160850525,0.25148171186447144,0.23077277839183807,0.25461345911026,0.23326049745082855,0.25351980328559875,0.22660531103610992,0.2523415982723236,0.22739964723587036,0.2392456978559494,0.22661757469177246,0.23994015157222748,0.22884540259838104,0.24676036834716797,0.24591609835624695,0.24733732640743256,0.24405203759670258,0.2209283411502838,0.297484427690506,0.21236024796962738,0.29257893562316895,0.23519915342330933,0.40704748034477234,0.2015972137451172,0.4088297188282013,0.23936782777309418,0.5084800124168396,0.2217184156179428,0.5215322375297546,0.24359747767448425,0.531069815158844,0.21993893384933472,0.554314374923706,0.24224653840065002,0.5366562008857727,0.2263094037771225,0.5546408891677856,0.24940253794193268,0.5176663398742676,0.2274448573589325,0.5443817973136902,0.22185583412647247,0.5028877258300781,0.22860108315944672,0.49978214502334595,0.2140078991651535,0.6571754217147827,0.23857668042182922,0.6602091193199158,0.19769422709941864,0.8018476963043213,0.2402004897594452,0.8164470791816711,0.18670494854450226,0.824316143989563,0.23477905988693237,0.8354709148406982,0.22164173424243927,0.8251987099647522,0.2773638665676117,0.8500715494155884
182,0.2569342255592346,0.23461681604385376,0.2575204074382782,0.22842544317245483,0.2564840018749237,0.2275913655757904,0.2554906904697418,0.2268509864807129,0.2546175420284271,0.21833793818950653,0.2537151575088501,0.21623679995536804,0.2527601718902588,0.2159770131111145,0.2428341507911682,0.2239864617586136,0.24084752798080444,0.22590257227420807,0.2512248754501343,0.24483931064605713,0.2504499852657318,0.24279816448688507,0.22942952811717987,0.29764485359191895,0.21170242130756378,0.2929057776927948,0.24141338467597961,0.40496206283569336,0.20461872220039368,0.4107356369495392,0.24192503094673157,0.4993627369403839,0.22059227526187897,0.5240064263343811,0.24572131037712097,0.5155519247055054,0.21858957409858704,0.5558580756187439,0.24694620072841644,0.51268470287323,0.22501692175865173,0.5572574734687805,0.24856704473495483,0.5019183158874512,0.22605541348457336,0.5464776158332825,0.22995470464229584,0.5029435157775879,0.22706261277198792,0.5009148120880127,0.21737626194953918,0.6571054458618164,0.24001209437847137,0.6610587239265442,0.19920329749584198,0.802197277545929,0.24110299348831177,0.8169568777084351,0.18691284954547882,0.8242586851119995,0.23622308671474457,0.8357289433479309,0.22404764592647552,0.8267228007316589,0.2768232524394989,0.8517816066741943
183,0.2547033727169037,0.23577186465263367,0.2527654469013214,0.21854205429553986,0.2536652982234955,0.2281154841184616,0.25269371271133423,0.22726970911026,0.2515658438205719,0.21807466447353363,0.250877320766449,0.21693937480449677,0.2501245141029358,0.21713507175445557,0.2410641461610794,0.22467546164989471,0.2392391711473465,0.2279336005449295,0.2491491436958313,0.24525924026966095,0.248714417219162,0.2436034381389618,0.22852402925491333,0.29806506633758545,0.21587632596492767,0.2969117760658264,0.24165503680706024,0.40481486916542053,0.20562058687210083,0.4106915593147278,0.2434973567724228,0.5006148219108582,0.2196812629699707,0.5212613940238953,0.24571701884269714,0.5184049010276794,0.21808050572872162,0.5545792579650879,0.24572978913784027,0.5180538892745972,0.2246737778186798,0.5559582114219666,0.24829153716564178,0.5051668286323547,0.22568482160568237,0.5462403893470764,0.22690173983573914,0.5031218528747559,0.23160754144191742,0.5016408562660217,0.2172306329011917,0.6573310494422913,0.24257372319698334,0.6626183390617371,0.19912733137607574,0.8020579218864441,0.24188147485256195,0.8174328207969666,0.18705588579177856,0.8239418864250183,0.2372068464756012,0.8368718028068542,0.22379061579704285,0.8260859251022339,0.2777790427207947,0.8526950478553772
184,0.2594779431819916,0.23510326445102692,0.2566768527030945,0.21646247804164886,0.25905805826187134,0.2267490178346634,0.25806698203086853,0.22586727142333984,0.256218284368515,0.21544378995895386,0.2556467354297638,0.21433697640895844,0.2550659775733948,0.21396686136722565,0.24556031823158264,0.2231213003396988,0.24343249201774597,0.22667402029037476,0.25379353761672974,0.24557393789291382,0.25329041481018066,0.2440178543329239,0.2303764820098877,0.29647526144981384,0.21699745953083038,0.295173317193985,0.24499376118183136,0.4026642143726349,0.20645079016685486,0.41065606474876404,0.2503902018070221,0.4975447356700897,0.22186048328876495,0.5217552185058594,0.25525739789009094,0.5175122022628784,0.2209075540304184,0.5546045899391174,0.25729215145111084,0.5167170763015747,0.22816462814807892,0.5562121272087097,0.2554492950439453,0.5058626532554626,0.2289605736732483,0.5460126399993896,0.22992022335529327,0.5027913451194763,0.2310720831155777,0.5015515089035034,0.2190650850534439,0.6574033498764038,0.24476025998592377,0.6625382304191589,0.19908234477043152,0.8019475936889648,0.24236182868480682,0.8174870014190674,0.1871688812971115,0.8235347270965576,0.2375018447637558,0.8377304077148438,0.22381362318992615,0.8258519768714905,0.27904656529426575,0.8531984090805054
185,0.2617477774620056,0.23544566333293915,0.26114997267723083,0.22870053350925446,0.26102298498153687,0.23058728873729706,0.260194331407547,0.22955533862113953,0.25937917828559875,0.21713897585868835,0.2585564851760864,0.21592967212200165,0.2557127773761749,0.21590657532215118,0.24859166145324707,0.22438547015190125,0.2453036904335022,0.22763483226299286,0.2570861577987671,0.24584296345710754,0.254779189825058,0.24453139305114746,0.2342197597026825,0.2965965270996094,0.21841758489608765,0.2952866554260254,0.2479225993156433,0.40288275480270386,0.2098189741373062,0.4119577705860138,0.2546539902687073,0.5002919435501099,0.2269812673330307,0.525224506855011,0.2582223117351532,0.5181626677513123,0.2254447340965271,0.5569891333580017,0.2642022967338562,0.5166428685188293,0.23298506438732147,0.5585036873817444,0.2614361047744751,0.5065247416496277,0.23378019034862518,0.5476794242858887,0.23936206102371216,0.5051372647285461,0.2321510910987854,0.507362961769104,0.22181563079357147,0.6568135619163513,0.2462407648563385,0.6623365879058838,0.20042423903942108,0.8019086718559265,0.24247434735298157,0.8177035450935364,0.18869031965732574,0.8216566443443298,0.23745864629745483,0.8378591537475586,0.22433596849441528,0.8261555433273315,0.2788105607032776,0.8539459109306335
186,0.2629680931568146,0.23429325222969055,0.2613857388496399,0.21867327392101288,0.2609940469264984,0.21808046102523804,0.2620714604854584,0.22655150294303894,0.26072365045547485,0.2142200767993927,0.2600342929363251,0.21303614974021912,0.25883617997169495,0.2125091701745987,0.24968180060386658,0.2225678563117981,0.2470443993806839,0.21715165674686432,0.25838154554367065,0.2453427016735077,0.26048028469085693,0.24715089797973633,0.2350357472896576,0.2961674630641937,0.2209322154521942,0.294324666261673,0.24867191910743713,0.4029678702354431,0.21164096891880035,0.41188907623291016,0.2534552216529846,0.5006939768791199,0.22882632911205292,0.525023877620697,0.2586074769496918,0.5232466459274292,0.2277851402759552,0.5565921068191528,0.26316699385643005,0.5183082818984985,0.2350899875164032,0.557859480381012,0.2607787549495697,0.5072740912437439,0.23580984771251678,0.5473217964172363,0.23610803484916687,0.5040019154548645,0.2355692833662033,0.5051406025886536,0.22288359701633453,0.6556792259216309,0.24778048694133759,0.6614449620246887,0.2003612220287323,0.8017404675483704,0.2427169531583786,0.8176441192626953,0.18987497687339783,0.8198452591896057,0.23719896376132965,0.8376399874687195,0.2241625189781189,0.8265266418457031,0.27853548526763916,0.8540442585945129
187,0.26465052366256714,0.23055122792720795,0.26247599720954895,0.2118251919746399,0.262064665555954,0.21085388958454132,0.26330888271331787,0.22033736109733582,0.26182347536087036,0.20957237482070923,0.261065810918808,0.20833820104599,0.260204941034317,0.20738278329372406,0.25055089592933655,0.2184215933084488,0.24829906225204468,0.2097071409225464,0.26104018092155457,0.24257886409759521,0.263253390789032,0.24715347588062286,0.2378256618976593,0.2958739399909973,0.22206668555736542,0.293790340423584,0.2503473162651062,0.4031500220298767,0.21433018147945404,0.4118349850177765,0.2574078142642975,0.5008296966552734,0.23185376822948456,0.5219992995262146,0.2618119418621063,0.5231505632400513,0.23234803974628448,0.5551579594612122,0.264697402715683,0.5192561149597168,0.23934294283390045,0.5563546419143677,0.26223498582839966,0.5079103112220764,0.24000629782676697,0.5455915331840515,0.23887516558170319,0.5042314529418945,0.23554755747318268,0.5051300525665283,0.22485323250293732,0.6555337309837341,0.24896489083766937,0.6613481044769287,0.20054952800273895,0.8009970188140869,0.24274183809757233,0.817415177822113,0.18983836472034454,0.8182193636894226,0.2371116578578949,0.8376187086105347,0.22402676939964294,0.8264016509056091,0.27872270345687866,0.8538328409194946
188,0.2660665512084961,0.22551243007183075,0.26320716738700867,0.20538616180419922,0.2628420293331146,0.2046561986207962,0.2630525529384613,0.20675872266292572,0.26266056299209595,0.20400747656822205,0.26199010014533997,0.20303411781787872,0.2601429224014282,0.20222602784633636,0.2510104477405548,0.2171250581741333,0.2496081441640854,0.20530518889427185,0.2633492648601532,0.23886249959468842,0.2629872262477875,0.23855921626091003,0.2390449047088623,0.2955155372619629,0.22312888503074646,0.29354622960090637,0.25169235467910767,0.4024052619934082,0.21669311821460724,0.41179847717285156,0.25903189182281494,0.5010346174240112,0.23209330439567566,0.5219693183898926,0.2635430693626404,0.5232800841331482,0.23166853189468384,0.55528724193573,0.26344335079193115,0.5214729309082031,0.23861688375473022,0.5561537146568298,0.2619982361793518,0.5162988901138306,0.23923079669475555,0.5457974076271057,0.2439800649881363,0.5042538046836853,0.237653449177742,0.5051395297050476,0.22694598138332367,0.6555534601211548,0.25003063678741455,0.6611906886100769,0.20106978714466095,0.8004537224769592,0.24312926828861237,0.8169354200363159,0.18977007269859314,0.8172951340675354,0.23685866594314575,0.8374831676483154,0.22476206719875336,0.8264743089675903,0.2786034345626831,0.853743851184845
189,0.2672034800052643,0.2227829247713089,0.26395586133003235,0.20353929698467255,0.26336702704429626,0.202744260430336,0.26201966404914856,0.20142196118831635,0.2639754116535187,0.2025361955165863,0.26348164677619934,0.20151321589946747,0.26146915555000305,0.1996653974056244,0.2509857714176178,0.20974065363407135,0.2516425549983978,0.20257364213466644,0.26529693603515625,0.2381983995437622,0.2649466395378113,0.2380477339029312,0.23919953405857086,0.29369163513183594,0.2243598848581314,0.292563796043396,0.2532235383987427,0.40200409293174744,0.21819093823432922,0.4111505448818207,0.25985002517700195,0.5012854933738708,0.234695166349411,0.5204074382781982,0.2637122869491577,0.526489794254303,0.23483635485172272,0.5551165342330933,0.2645595073699951,0.5280234813690186,0.24202172458171844,0.5554519891738892,0.2652292549610138,0.5135506987571716,0.2425767481327057,0.545029878616333,0.24254129827022552,0.5031697154045105,0.2373524159193039,0.5033727288246155,0.22885863482952118,0.6552535891532898,0.2522033154964447,0.6590742468833923,0.20147433876991272,0.7981126308441162,0.2431740015745163,0.8152081966400146,0.19022749364376068,0.813536524772644,0.23676761984825134,0.8365993499755859,0.22507616877555847,0.825911819934845,0.2785467803478241,0.8530106544494629
